cell_id,lat_center,lon_center,mean,date
c0247,36.955964,8.875187,-0.7686131656777837,2019-01-01
c0247,36.955964,8.875187,-0.9933888120834004,2019-01-02
c0247,36.955964,8.875187,-1.3691735909752354,2019-01-03
c0247,36.955964,8.875187,-1.251597184847537,2019-01-04
c0247,36.955964,8.875187,-0.6924102876958491,2019-01-05
c0247,36.955964,8.875187,-0.6228326811732768,2019-01-06
c0247,36.955964,8.875187,-1.7443609693072968,2019-01-07
c0247,36.955964,8.875187,-1.007989685068898,2019-01-08
c0247,36.955964,8.875187,-0.8291729034121175,2019-01-09
c0247,36.955964,8.875187,-0.5174467861794959,2019-01-10
c0247,36.955964,8.875187,-0.3843637296415899,2019-01-11
c0247,36.955964,8.875187,-1.4023623386747772,2019-01-12
c0247,36.955964,8.875187,-1.0789351094863868,2019-01-13
c0247,36.955964,8.875187,-1.651950063269621,2019-01-14
c0247,36.955964,8.875187,-1.0583856750291127,2019-01-15
c0247,36.955964,8.875187,-0.9440570283602676,2019-01-16
c0247,36.955964,8.875187,-1.0842369765351294,2019-01-17
c0247,36.955964,8.875187,-1.5136632791148157,2019-01-18
c0247,36.955964,8.875187,-1.757490274384823,2019-01-19
c0247,36.955964,8.875187,-1.3668842657210416,2019-01-20
c0247,36.955964,8.875187,-0.3156915022091464,2019-01-21
c0247,36.955964,8.875187,-0.4741456930308093,2019-01-22
c0247,36.955964,8.875187,-1.333854728015561,2019-01-23
c0247,36.955964,8.875187,-0.4992332316865294,2019-01-24
c0247,36.955964,8.875187,-0.8638778787945399,2019-01-25
c0247,36.955964,8.875187,-0.8356269165558078,2019-01-26
c0247,36.955964,8.875187,-0.9343629232658772,2019-01-27
c0247,36.955964,8.875187,-0.6805872659996056,2019-01-28
c0247,36.955964,8.875187,-1.7126637030863825,2019-01-29
c0247,36.955964,8.875187,-1.7043599419425486,2019-01-30
c0247,36.955964,8.875187,-0.9859397839203312,2019-01-31
c0247,36.955964,8.875187,-0.849758683335382,2019-02-01
c0247,36.955964,8.875187,-0.6828288443124655,2019-02-02
c0247,36.955964,8.875187,-1.061525927540533,2019-02-03
c0247,36.955964,8.875187,-1.3167258498194063,2019-02-04
c0247,36.955964,8.875187,-1.3407406719745718,2019-02-05
c0247,36.955964,8.875187,-0.9459309470377956,2019-02-06
c0247,36.955964,8.875187,-1.0552325500089998,2019-02-07
c0247,36.955964,8.875187,-1.321637563239953,2019-02-08
c0247,36.955964,8.875187,-1.504869126300933,2019-02-09
c0247,36.955964,8.875187,-1.3402891961004268,2019-02-10
c0247,36.955964,8.875187,-0.3384499947193277,2019-02-11
c0247,36.955964,8.875187,-0.9071707649317284,2019-02-12
c0247,36.955964,8.875187,-1.6433158021826937,2019-02-13
c0247,36.955964,8.875187,-1.7686648208644342,2019-02-14
c0247,36.955964,8.875187,-1.4702315672267516,2019-02-15
c0247,36.955964,8.875187,-1.1612583129773084,2019-02-16
c0247,36.955964,8.875187,-1.1939814701380804,2019-02-17
c0247,36.955964,8.875187,-1.3244233665134115,2019-02-18
c0247,36.955964,8.875187,-1.4739539907874462,2019-02-19
c0247,36.955964,8.875187,-1.5950438156575453,2019-02-20
c0247,36.955964,8.875187,-1.7906612374202908,2019-02-21
c0247,36.955964,8.875187,-0.4822701902290995,2019-02-22
c0247,36.955964,8.875187,-1.9333120965094936,2019-02-23
c0247,36.955964,8.875187,-0.3917570908326097,2019-02-24
c0247,36.955964,8.875187,-0.9516894882362008,2019-02-25
c0247,36.955964,8.875187,-1.6506006480424182,2019-02-26
c0247,36.955964,8.875187,-0.9646895517676222,2019-02-27
c0247,36.955964,8.875187,-0.661579409959257,2019-02-28
c0247,36.955964,8.875187,-1.4610371496472576,2019-03-01
c0247,36.955964,8.875187,-1.7222422067177168,2019-03-02
c0247,36.955964,8.875187,-2.1785616107482406,2019-03-03
c0247,36.955964,8.875187,-1.3288394192737425,2019-03-04
c0247,36.955964,8.875187,-1.1003958699250171,2019-03-05
c0247,36.955964,8.875187,-1.280698071132825,2019-03-06
c0247,36.955964,8.875187,-0.8706416978468305,2019-03-07
