cell_id,lat_center,lon_center,date,air_temp_C
c0189,41.259582,14.615377,2019-04-20,11.45145745719586
c0189,41.259582,14.615377,2019-04-21,12.32109344310332
c0189,41.259582,14.615377,2019-04-22,12.11447128353264
c0189,41.259582,14.615377,2019-04-23,12.6969441922984
c0189,41.259582,14.615377,2019-04-24,16.52069542198854
c0189,41.259582,14.615377,2019-04-25,19.643084749303096
c0189,41.259582,14.615377,2019-04-26,17.096143044684478
c0189,41.259582,14.615377,2019-04-27,12.05998585732064
c0189,41.259582,14.615377,2019-04-28,10.988715930451145
c0189,41.259582,14.615377,2019-04-29,9.197121140711891
c0189,41.259582,14.615377,2019-04-30,9.289126925360913
c0189,41.259582,14.615377,2019-05-01,9.998649187016325
c0189,41.259582,14.615377,2019-05-02,11.528217990655378
c0189,41.259582,14.615377,2019-05-03,11.852555106218013
c0189,41.259582,14.615377,2019-05-04,10.544353524306082
c0189,41.259582,14.615377,2019-05-05,9.895280322693946
c0189,41.259582,14.615377,2019-05-06,7.750253635301331
c0189,41.259582,14.615377,2019-05-07,9.23353171384427
c0189,41.259582,14.615377,2019-05-08,10.889658042123784
c0189,41.259582,14.615377,2019-05-09,12.079397728329624
c0189,41.259582,14.615377,2019-05-10,13.83118085550486
c0189,41.259582,14.615377,2019-05-11,13.605999773068552
c0189,41.259582,14.615377,2019-05-12,11.471756178394612
c0189,41.259582,14.615377,2019-05-13,11.504717586393054
c0189,41.259582,14.615377,2019-05-14,9.842612657092907
c0189,41.259582,14.615377,2019-05-15,9.051692299137748
c0189,41.259582,14.615377,2019-05-16,10.413738414219477
c0189,41.259582,14.615377,2019-05-17,12.35521943324192
c0189,41.259582,14.615377,2019-05-18,13.054583237344476
c0189,41.259582,14.615377,2019-05-19,11.76499536557308
c0189,41.259582,14.615377,2019-05-20,10.933264716585803
c0189,41.259582,14.615377,2019-05-21,12.22017120514302
c0189,41.259582,14.615377,2019-05-22,13.300193916645895
c0189,41.259582,14.615377,2019-05-23,13.488345727944436
c0189,41.259582,14.615377,2019-05-24,13.741706280242248
c0189,41.259582,14.615377,2019-05-25,15.2928995271076
c0189,41.259582,14.615377,2019-05-26,13.946847309504546
c0189,41.259582,14.615377,2019-05-27,13.612356779629154
c0189,41.259582,14.615377,2019-05-28,14.421723636827988
c0189,41.259582,14.615377,2019-05-29,13.590746796878076
c0189,41.259582,14.615377,2019-05-30,13.321401286304464
c0189,41.259582,14.615377,2019-05-31,12.79935621295063
c0189,41.259582,14.615377,2019-06-01,13.573109003894016
c0189,41.259582,14.615377,2019-06-02,15.351744875035518
c0189,41.259582,14.615377,2019-06-03,16.125714802562765
c0189,41.259582,14.615377,2019-06-04,17.1543540199299
c0189,41.259582,14.615377,2019-06-05,17.948348574530833
c0189,41.259582,14.615377,2019-06-06,18.40499368442931
c0189,41.259582,14.615377,2019-06-07,21.220520240382175
c0189,41.259582,14.615377,2019-06-08,23.36359667096821
c0189,41.259582,14.615377,2019-06-09,25.10163251355779
c0189,41.259582,14.615377,2019-06-10,25.143601248796134
c0189,41.259582,14.615377,2019-06-11,24.10702989430061
c0189,41.259582,14.615377,2019-06-12,24.300582031020575
c0189,41.259582,14.615377,2019-06-13,23.746138695547188
c0189,41.259582,14.615377,2019-06-14,26.07092286685956
c0189,41.259582,14.615377,2019-06-15,25.022721504268812
c0189,41.259582,14.615377,2019-06-16,22.6067312627807
c0189,41.259582,14.615377,2019-06-17,21.96679635968128
c0189,41.259582,14.615377,2019-06-18,22.558002750138616
c0189,41.259582,14.615377,2019-06-19,22.448943471311047
c0189,41.259582,14.615377,2019-06-20,22.136684557310065
c0189,41.259582,14.615377,2019-06-21,23.592326000280572
c0189,41.259582,14.615377,2019-06-22,23.190781634911588
c0189,41.259582,14.615377,2019-06-23,23.319223228014817
c0189,41.259582,14.615377,2019-06-24,22.975510203808504
c0189,41.259582,14.615377,2019-06-25,23.146123628927057
c0189,41.259582,14.615377,2019-06-26,24.194374931545816
c0189,41.259582,14.615377,2019-06-27,25.936190861866905
c0189,41.259582,14.615377,2019-06-28,26.60916135878794
c0189,41.259582,14.615377,2019-06-29,23.183629154023713
c0189,41.259582,14.615377,2019-06-30,24.21885554091377
c0189,41.259582,14.615377,2019-07-01,25.963428168428276
c0189,41.259582,14.615377,2019-07-02,26.773956041646816
c0189,41.259582,14.615377,2019-07-03,27.73145983129518
c0189,41.259582,14.615377,2019-07-04,27.008392703025304
c0189,41.259582,14.615377,2019-07-05,25.581742428657723
c0189,41.259582,14.615377,2019-07-06,25.489888161107128
c0189,41.259582,14.615377,2019-07-07,23.930202900975008
c0189,41.259582,14.615377,2019-07-08,24.67214747455187
c0189,41.259582,14.615377,2019-07-09,24.7449951181436
c0189,41.259582,14.615377,2019-07-10,21.7689933308384
c0189,41.259582,14.615377,2019-07-11,20.564749606330903
c0189,41.259582,14.615377,2019-07-12,21.06785192561331
c0189,41.259582,14.615377,2019-07-13,20.203797797869935
c0189,41.259582,14.615377,2019-07-14,19.56013081103642
c0189,41.259582,14.615377,2019-07-15,19.329483745450673
c0189,41.259582,14.615377,2019-07-16,18.450174265696617
c0189,41.259582,14.615377,2019-07-17,20.1888767290235
c0189,41.259582,14.615377,2019-07-18,20.91362469513017
c0189,41.259582,14.615377,2019-07-19,21.938834796035508
c0189,41.259582,14.615377,2019-07-20,23.306458519574736
c0189,41.259582,14.615377,2019-07-21,25.05914200613077
c0189,41.259582,14.615377,2019-07-22,25.62201449363155
c0189,41.259582,14.615377,2019-07-23,24.477556478170555
c0189,41.259582,14.615377,2019-07-24,25.020173296056033
c0189,41.259582,14.615377,2019-07-25,26.561029698077913
c0189,41.259582,14.615377,2019-07-26,25.93670592726323
c0189,41.259582,14.615377,2019-07-27,24.271500031511906
c0189,41.259582,14.615377,2019-07-28,19.85086575462706
c0189,41.259582,14.615377,2019-07-29,20.557911656315184
c0189,41.259582,14.615377,2019-07-30,22.216446836849247
c0189,41.259582,14.615377,2019-07-31,23.36962524069882
c0189,41.259582,14.615377,2019-08-01,23.824449009524887
c0189,41.259582,14.615377,2019-08-02,24.029560185673855
c0189,41.259582,14.615377,2019-08-03,23.487673729344447
c0189,41.259582,14.615377,2019-08-04,22.84455936690024
c0189,41.259582,14.615377,2019-08-05,23.872319526003132
c0189,41.259582,14.615377,2019-08-06,24.458037394091043
c0189,41.259582,14.615377,2019-08-07,25.112919987652273
c0189,41.259582,14.615377,2019-08-08,25.92057957183152
c0189,41.259582,14.615377,2019-08-09,26.53480520320121
c0189,41.259582,14.615377,2019-08-10,27.863518565280728
c0189,41.259582,14.615377,2019-08-11,29.743154894797733
c0189,41.259582,14.615377,2019-08-12,30.33811159157817
c0189,41.259582,14.615377,2019-08-13,28.238667075556336
c0189,41.259582,14.615377,2019-08-14,23.806869005858186
c0189,41.259582,14.615377,2019-08-15,22.842911723622116
c0189,41.259582,14.615377,2019-08-16,22.6242958977109
c0189,41.259582,14.615377,2019-08-17,23.19598322799036
c0189,41.259582,14.615377,2019-08-18,24.987711087563895
c0189,41.259582,14.615377,2019-08-19,25.747421404233865
c0189,41.259582,14.615377,2019-08-20,26.475506852802507
c0189,41.259582,14.615377,2019-08-21,26.161767229161505
c0189,41.259582,14.615377,2019-08-22,26.463586172424204
c0189,41.259582,14.615377,2019-08-23,23.694450996035627
c0189,41.259582,14.615377,2019-08-24,22.679799527811262
c0189,41.259582,14.615377,2019-08-25,22.17935034481804
c0189,41.259582,14.615377,2019-08-26,22.95399366201915
c0189,41.259582,14.615377,2019-08-27,24.12082861515517
c0189,41.259582,14.615377,2019-08-28,24.454436291190326
c0189,41.259582,14.615377,2019-08-29,24.083134927008725
c0189,41.259582,14.615377,2019-08-30,22.72489169223569
c0189,41.259582,14.615377,2019-08-31,23.03123323158514
c0189,41.259582,14.615377,2019-09-01,22.2793709900744
c0189,41.259582,14.615377,2019-09-02,20.724824696017414
c0189,41.259582,14.615377,2019-09-03,19.057545708295414
c0189,41.259582,14.615377,2019-09-04,18.906303344573608
c0189,41.259582,14.615377,2019-09-05,20.5678052505455
c0189,41.259582,14.615377,2019-09-06,20.564263294573745
c0189,41.259582,14.615377,2019-09-07,19.150738752934004
c0189,41.259582,14.615377,2019-09-08,18.608066913537854
c0189,41.259582,14.615377,2019-09-09,17.990821710266303
c0189,41.259582,14.615377,2019-09-10,18.40981568644819
c0189,41.259582,14.615377,2019-09-11,18.775568779010836
c0189,41.259582,14.615377,2019-09-12,19.580663299560563
c0189,41.259582,14.615377,2019-09-13,19.527908020210756
c0189,41.259582,14.615377,2019-09-14,19.321915194862793
c0189,41.259582,14.615377,2019-09-15,20.861758727836165
c0189,41.259582,14.615377,2019-09-16,21.47512765372909
c0189,41.259582,14.615377,2019-09-17,20.320479477617106
c0189,41.259582,14.615377,2019-09-18,20.685198720296253
c0189,41.259582,14.615377,2019-09-19,18.526382848792213
c0189,41.259582,14.615377,2019-09-20,16.156292622310513
c0189,41.259582,14.615377,2019-09-21,16.132282822114213
c0189,41.259582,14.615377,2019-09-22,17.81676412501133
c0189,41.259582,14.615377,2019-09-23,19.02723422420955
c0189,41.259582,14.615377,2019-09-24,18.62734566212897
c0189,41.259582,14.615377,2019-09-25,18.126431793557092
c0189,41.259582,14.615377,2019-09-26,18.45193393582991
c0189,41.259582,14.615377,2019-09-27,18.580549733441604
c0189,41.259582,14.615377,2019-09-28,18.378244668678544
c0189,41.259582,14.615377,2019-09-29,18.64945974421682
c0189,41.259582,14.615377,2019-09-30,18.171429302817916
c0189,41.259582,14.615377,2019-10-01,18.537166147064756
c0189,41.259582,14.615377,2019-10-02,17.187616526094622
c0189,41.259582,14.615377,2019-10-03,14.715971835334807
c0189,41.259582,14.615377,2019-10-04,13.50751681889508
c0189,41.259582,14.615377,2019-10-05,14.387179306336224
c0189,41.259582,14.615377,2019-10-06,15.533083555752189
c0189,41.259582,14.615377,2019-10-07,13.128630058269458
c0189,41.259582,14.615377,2019-10-08,13.36397551629779
c0189,41.259582,14.615377,2019-10-09,15.248123265507836
c0189,41.259582,14.615377,2019-10-10,16.54995182199886
c0189,41.259582,14.615377,2019-10-11,15.72601988656182
c0189,41.259582,14.615377,2019-10-12,15.805211060985291
c0189,41.259582,14.615377,2019-10-13,15.663809760531104
c0189,41.259582,14.615377,2019-10-14,16.10848938886985
c0189,41.259582,14.615377,2019-10-15,16.025900810643268
c0189,41.259582,14.615377,2019-10-16,15.809358444787534
c0189,41.259582,14.615377,2019-10-17,14.955532294825533
c0189,41.259582,14.615377,2019-10-18,14.863961906719949
c0189,41.259582,14.615377,2019-10-19,14.439565076326083
c0189,41.259582,14.615377,2019-10-20,15.75171163841002
c0189,41.259582,14.615377,2019-10-21,18.07120897871511
c0189,41.259582,14.615377,2019-10-22,16.904248752450613
c0189,41.259582,14.615377,2019-10-23,17.11493868433445
c0189,41.259582,14.615377,2019-10-24,17.470179126137204
c0189,41.259582,14.615377,2019-10-25,16.226609840488702
c0189,41.259582,14.615377,2019-10-26,15.478743393976908
c0189,41.259582,14.615377,2019-10-27,15.545520539630354
c0189,41.259582,14.615377,2019-10-28,15.414026347377876
c0189,41.259582,14.615377,2019-10-29,14.678453776232883
c0189,41.259582,14.615377,2019-10-30,14.656154877320896
c0189,41.259582,14.615377,2019-10-31,14.175901676837686
c0189,41.259582,14.615377,2019-11-01,13.66025635568722
c0189,41.259582,14.615377,2019-11-02,13.468818608143009
c0189,41.259582,14.615377,2019-11-03,14.632496062735283
c0189,41.259582,14.615377,2019-11-04,13.33380977946118
c0189,41.259582,14.615377,2019-11-05,14.896750907611152
c0189,41.259582,14.615377,2019-11-06,11.78142677727799
c0189,41.259582,14.615377,2019-11-07,11.24098256811464
c0189,41.259582,14.615377,2019-11-08,10.954692903676456
c0189,41.259582,14.615377,2019-11-09,9.979986569397454
c0189,41.259582,14.615377,2019-11-10,9.237909198464648
c0189,41.259582,14.615377,2019-11-11,10.95894778736855
c0189,41.259582,14.615377,2019-11-12,11.006963864663518
c0189,41.259582,14.615377,2019-11-13,9.86337457240974
c0189,41.259582,14.615377,2019-11-14,9.195713742096034
c0189,41.259582,14.615377,2019-11-15,11.898190735934104
c0189,41.259582,14.615377,2019-11-16,13.43320855735838
c0189,41.259582,14.615377,2019-11-17,10.819735879348368
c0189,41.259582,14.615377,2019-11-18,9.256560897827171
c0189,41.259582,14.615377,2019-11-19,9.91861912815795
c0189,41.259582,14.615377,2019-11-20,8.599127868422906
c0189,41.259582,14.615377,2019-11-21,8.25280633223687
c0189,41.259582,14.615377,2019-11-22,8.932872835317081
c0189,41.259582,14.615377,2019-11-23,10.637538662291426
c0189,41.259582,14.615377,2019-11-24,10.200971159779671
c0189,41.259582,14.615377,2019-11-25,9.675345123023328
c0189,41.259582,14.615377,2019-11-26,10.518803456433176
c0189,41.259582,14.615377,2019-11-27,11.06908357089626
c0189,41.259582,14.615377,2019-11-28,11.240138057240284
c0189,41.259582,14.615377,2019-11-29,10.647635640118086
c0189,41.259582,14.615377,2019-11-30,9.581936547989253
c0189,41.259582,14.615377,2019-12-01,7.70750071207684
c0189,41.259582,14.615377,2019-12-02,10.28545447614858
c0189,41.259582,14.615377,2019-12-03,8.603142383164375
c0189,41.259582,14.615377,2019-12-04,4.633225449105555
c0189,41.259582,14.615377,2019-12-05,5.421861735561473
c0189,41.259582,14.615377,2019-12-06,7.920177016102884
c0189,41.259582,14.615377,2019-12-07,8.882105797215536
c0189,41.259582,14.615377,2019-12-08,8.897460752023527
c0189,41.259582,14.615377,2019-12-09,8.92841445330095
c0189,41.259582,14.615377,2019-12-10,7.596440457222174
c0189,41.259582,14.615377,2019-12-11,5.267495689296494
c0189,41.259582,14.615377,2019-12-12,4.176683350374243
c0189,41.259582,14.615377,2019-12-13,5.386488946517916
c0189,41.259582,14.615377,2019-12-14,6.482003702914217
c0189,41.259582,14.615377,2019-12-15,8.294040896002242
c0189,41.259582,14.615377,2019-12-16,9.85237451997917
c0189,41.259582,14.615377,2019-12-17,10.27417424424252
c0189,41.259582,14.615377,2019-12-18,10.275482068743054
c0189,41.259582,14.615377,2019-12-19,8.841888447811757
c0189,41.259582,14.615377,2019-12-20,8.980319332419187
c0189,41.259582,14.615377,2019-12-21,11.170877519765323
c0189,41.259582,14.615377,2019-12-22,10.340616341880123
c0189,41.259582,14.615377,2019-12-23,7.713244197721186
c0189,41.259582,14.615377,2019-12-24,6.609414486419013
c0189,41.259582,14.615377,2019-12-25,6.022356894739319
c0189,41.259582,14.615377,2019-12-26,4.585176043402902
c0189,41.259582,14.615377,2019-12-27,4.862288009911256
c0189,41.259582,14.615377,2019-12-28,2.236746322899563
c0189,41.259582,14.615377,2019-12-29,1.5148164237651431
c0189,41.259582,14.615377,2019-12-30,1.804044753148745
c0189,41.259582,14.615377,2019-12-31,2.203240402718837
c0189,41.259582,14.615377,2020-01-01,3.536766311339602
c0189,41.259582,14.615377,2020-01-02,4.369652053527071
c0189,41.259582,14.615377,2020-01-03,5.239089995458346
c0189,41.259582,14.615377,2020-01-04,5.259529946501695
c0189,41.259582,14.615377,2020-01-05,3.3393366639178317
c0189,41.259582,14.615377,2020-01-06,1.824808537571681
c0189,41.259582,14.615377,2020-01-07,2.8576395718376437
c0189,41.259582,14.615377,2020-01-08,4.150920228312814
c0189,41.259582,14.615377,2020-01-09,3.799109911619905
c0189,41.259582,14.615377,2020-01-10,4.929209788998893
c0189,41.259582,14.615377,2020-01-11,4.397902420349902
c0189,41.259582,14.615377,2020-01-12,5.286644465702261
c0189,41.259582,14.615377,2020-01-13,4.782728095759728
c0189,41.259582,14.615377,2020-01-14,5.609348627917454
c0189,41.259582,14.615377,2020-01-15,5.403251835337891
c0189,41.259582,14.615377,2020-01-16,4.966668538640949
c0189,41.259582,14.615377,2020-01-17,4.7648226573055235
c0189,41.259582,14.615377,2020-01-18,5.0406764381810465
c0189,41.259582,14.615377,2020-01-19,5.299211837653844
c0189,41.259582,14.615377,2020-01-20,5.098694111530074
c0189,41.259582,14.615377,2020-01-21,4.069895207493531
c0189,41.259582,14.615377,2020-01-22,5.117779328769339
c0189,41.259582,14.615377,2020-01-23,5.0865142086096276
c0189,41.259582,14.615377,2020-01-24,5.479282772092908
c0189,41.259582,14.615377,2020-01-25,7.4441603954573505
c0189,41.259582,14.615377,2020-01-26,7.136120933398895
c0189,41.259582,14.615377,2020-01-27,6.248341248208728
c0189,41.259582,14.615377,2020-01-28,8.325234937548341
c0189,41.259582,14.615377,2020-01-29,8.547372847631166
c0189,41.259582,14.615377,2020-01-30,7.064057186193663
c0189,41.259582,14.615377,2020-01-31,7.433032765782888
c0189,41.259582,14.615377,2020-02-01,8.08791073199203
c0189,41.259582,14.615377,2020-02-02,9.683517982846256
c0189,41.259582,14.615377,2020-02-03,10.224274609979275
c0189,41.259582,14.615377,2020-02-04,9.45067328833102
c0189,41.259582,14.615377,2020-02-05,3.653424906909931
c0189,41.259582,14.615377,2020-02-06,2.3418258303687725
c0189,41.259582,14.615377,2020-02-07,4.419788132096296
c0189,41.259582,14.615377,2020-02-08,5.5929538334820235
c0189,41.259582,14.615377,2020-02-09,5.6134082736825865
c0189,41.259582,14.615377,2020-02-10,8.38749715953248
c0189,41.259582,14.615377,2020-02-11,10.88035898136915
c0189,41.259582,14.615377,2020-02-12,10.139933981453296
c0189,41.259582,14.615377,2020-02-13,7.80157222700003
c0189,41.259582,14.615377,2020-02-14,8.179122505092392
c0189,41.259582,14.615377,2020-02-15,7.1908889531491855
c0189,41.259582,14.615377,2020-02-16,7.378006785495573
c0189,41.259582,14.615377,2020-02-17,7.447357369903358
c0189,41.259582,14.615377,2020-02-18,8.419408674885478
c0189,41.259582,14.615377,2020-02-19,8.032927439983643
c0189,41.259582,14.615377,2020-02-20,5.300146175566178
c0189,41.259582,14.615377,2020-02-21,6.369064714436554
c0189,41.259582,14.615377,2020-02-22,5.761024954085988
c0189,41.259582,14.615377,2020-02-23,7.864385108660964
c0189,41.259582,14.615377,2020-02-24,9.310347025018013
c0189,41.259582,14.615377,2020-02-25,8.712568049801364
c0189,41.259582,14.615377,2020-02-26,8.690144446619177
c0189,41.259582,14.615377,2020-02-27,6.104284770267691
c0189,41.259582,14.615377,2020-02-28,7.910731170769047
c0189,41.259582,14.615377,2020-02-29,6.591835486620015
c0189,41.259582,14.615377,2020-03-01,9.092245499651575
c0189,41.259582,14.615377,2020-03-02,10.38214730953516
c0189,41.259582,14.615377,2020-03-03,7.946827432924062
c0189,41.259582,14.615377,2020-03-04,6.75995460644104
c0189,41.259582,14.615377,2020-03-05,6.922474615914509
c0189,41.259582,14.615377,2020-03-06,8.902244941692308
c0189,41.259582,14.615377,2020-03-07,6.939348733275766
c0189,41.259582,14.615377,2020-03-08,6.732029803474455
c0189,41.259582,14.615377,2020-03-09,5.8676086282371855
c0189,41.259582,14.615377,2020-03-10,6.984275947895897
c0189,41.259582,14.615377,2020-03-11,9.303062028813212
c0189,41.259582,14.615377,2020-03-12,10.215992591494636
c0189,41.259582,14.615377,2020-03-13,10.193473472690824
c0189,41.259582,14.615377,2020-03-14,11.088999522120773
c0189,41.259582,14.615377,2020-03-15,8.509763723387778
c0189,41.259582,14.615377,2020-03-16,7.513392905902163
c0189,41.259582,14.615377,2020-03-17,9.467551468966333
c0189,41.259582,14.615377,2020-03-18,9.059591963536173
c0189,41.259582,14.615377,2020-03-19,11.123989899714214
c0189,41.259582,14.615377,2020-03-20,11.808127865516491
c0189,41.259582,14.615377,2020-03-21,11.38314610531458
c0189,41.259582,14.615377,2020-03-22,9.18316525241789
c0189,41.259582,14.615377,2020-03-23,3.5136922257884997
c0189,41.259582,14.615377,2020-03-24,1.212114215554466
c0189,41.259582,14.615377,2020-03-25,0.6046141536014824
c0189,41.259582,14.615377,2020-03-26,5.068147851470741
c0189,41.259582,14.615377,2020-03-27,8.123916536106542
c0189,41.259582,14.615377,2020-03-28,7.883935398685041
c0189,41.259582,14.615377,2020-03-29,9.270311729412034
c0189,41.259582,14.615377,2020-03-30,10.553996873439733
c0189,41.259582,14.615377,2020-03-31,6.700188635345706
c0189,41.259582,14.615377,2020-04-01,3.14034826809304
c0189,41.259582,14.615377,2020-04-02,4.875560957447371
c0189,41.259582,14.615377,2020-04-03,6.366073614134841
c0189,41.259582,14.615377,2020-04-04,7.723803384919548
c0189,41.259582,14.615377,2020-04-05,8.867278771651437
c0189,41.259582,14.615377,2020-04-06,10.29580658934172
c0189,41.259582,14.615377,2020-04-07,10.40382915965298
c0189,41.259582,14.615377,2020-04-08,10.92332056566589
c0189,41.259582,14.615377,2020-04-09,11.513579338475306
c0189,41.259582,14.615377,2020-04-10,13.093351589766977
c0189,41.259582,14.615377,2020-04-11,14.309792450257122
c0189,41.259582,14.615377,2020-04-12,14.131802815602256
c0189,41.259582,14.615377,2020-04-13,12.968609387773055
c0189,41.259582,14.615377,2020-04-14,11.31931370517668
c0189,41.259582,14.615377,2020-04-15,7.794110444912677
c0189,41.259582,14.615377,2020-04-16,9.490817255005815
c0189,41.259582,14.615377,2020-04-17,12.9870999854908
c0189,41.259582,14.615377,2020-04-18,14.589879612934634
c0189,41.259582,14.615377,2020-04-19,15.932238137572645
c0189,41.259582,14.615377,2020-04-20,13.886664752434385
c0189,41.259582,14.615377,2020-04-21,13.959236925168174
c0189,41.259582,14.615377,2020-04-22,11.98648132094765
c0189,41.259582,14.615377,2020-04-23,11.140282419152143
