cell_id,lat_center,lon_center,mean,date
c1458,43.712721,12.172527,138.42448425034723,2019-01-01
c1458,43.712721,12.172527,152.5133998323144,2019-01-02
c1458,43.712721,12.172527,148.32785416047233,2019-01-03
c1458,43.712721,12.172527,141.18984834071284,2019-01-04
c1458,43.712721,12.172527,127.19417131367616,2019-01-05
c1458,43.712721,12.172527,131.50133258916415,2019-01-06
c1458,43.712721,12.172527,132.50926411150178,2019-01-07
c1458,43.712721,12.172527,139.81168240432663,2019-01-08
c1458,43.712721,12.172527,185.92313917861725,2019-01-09
c1458,43.712721,12.172527,192.96658983965736,2019-01-10
c1458,43.712721,12.172527,182.55839689255205,2019-01-11
c1458,43.712721,12.172527,143.2767641250803,2019-01-12
c1458,43.712721,12.172527,152.17647139333795,2019-01-13
c1458,43.712721,12.172527,145.88281306515717,2019-01-14
c1458,43.712721,12.172527,138.75839522303252,2019-01-15
c1458,43.712721,12.172527,127.76456677655682,2019-01-16
c1458,43.712721,12.172527,127.13964694252748,2019-01-17
c1458,43.712721,12.172527,140.2091837443791,2019-01-18
c1458,43.712721,12.172527,146.05026283810128,2019-01-19
c1458,43.712721,12.172527,151.54746725768635,2019-01-20
c1458,43.712721,12.172527,146.8769261326269,2019-01-21
c1458,43.712721,12.172527,149.9035768868597,2019-01-22
c1458,43.712721,12.172527,179.5468206594275,2019-01-23
c1458,43.712721,12.172527,184.14284277269985,2019-01-24
c1458,43.712721,12.172527,177.0480690223285,2019-01-25
c1458,43.712721,12.172527,147.37264761631602,2019-01-26
c1458,43.712721,12.172527,137.27334188953054,2019-01-27
c1458,43.712721,12.172527,152.62232268764186,2019-01-28
c1458,43.712721,12.172527,151.949873263942,2019-01-29
c1458,43.712721,12.172527,153.2812968805745,2019-01-30
c1458,43.712721,12.172527,159.25360554737833,2019-01-31
c1458,43.712721,12.172527,137.38394727582644,2019-02-01
c1458,43.712721,12.172527,149.9378870047266,2019-02-02
c1458,43.712721,12.172527,175.58885941811434,2019-02-03
c1458,43.712721,12.172527,168.34409278799518,2019-02-04
c1458,43.712721,12.172527,159.48410130834833,2019-02-05
c1458,43.712721,12.172527,137.81831744206022,2019-02-06
c1458,43.712721,12.172527,131.7068471296493,2019-02-07
c1458,43.712721,12.172527,173.01762147799084,2019-02-08
c1458,43.712721,12.172527,153.20161939451884,2019-02-09
c1458,43.712721,12.172527,131.20136157040716,2019-02-10
c1458,43.712721,12.172527,210.75697904405044,2019-02-11
c1458,43.712721,12.172527,175.78897681736916,2019-02-12
c1458,43.712721,12.172527,129.5498838112891,2019-02-13
c1458,43.712721,12.172527,133.17769094807417,2019-02-14
c1458,43.712721,12.172527,145.57659475799122,2019-02-15
c1458,43.712721,12.172527,137.1037086901225,2019-02-16
c1458,43.712721,12.172527,128.06179829478884,2019-02-17
c1458,43.712721,12.172527,123.99313149692414,2019-02-18
c1458,43.712721,12.172527,140.74016432775096,2019-02-19
c1458,43.712721,12.172527,161.41599612261237,2019-02-20
c1458,43.712721,12.172527,154.44461171639898,2019-02-21
c1458,43.712721,12.172527,160.02759997160396,2019-02-22
c1458,43.712721,12.172527,148.29738468410872,2019-02-23
c1458,43.712721,12.172527,146.28093017469476,2019-02-24
c1458,43.712721,12.172527,144.74123471489267,2019-02-25
c1458,43.712721,12.172527,141.09736383465608,2019-02-26
c1458,43.712721,12.172527,139.91677639201288,2019-02-27
c1458,43.712721,12.172527,128.63903611640868,2019-02-28
c1458,43.712721,12.172527,148.3863768106285,2019-03-01
c1458,43.712721,12.172527,144.59785670500858,2019-03-02
c1458,43.712721,12.172527,151.9778698304527,2019-03-03
c1458,43.712721,12.172527,139.76327922258045,2019-03-04
c1458,43.712721,12.172527,152.11615672569863,2019-03-05
c1458,43.712721,12.172527,144.47878583033906,2019-03-06
c1458,43.712721,12.172527,143.4179872256757,2019-03-07
