NDVI,cell_id,cloud_pct,lat_center,lon_center,date
,c1280,24.395702362060547,42.81182,6.776879,2019-01-01
0.0078732012579327,c1280,33.35078811645508,42.81182,6.776879,2019-01-02
,c1280,38.22071838378906,42.81182,6.776879,2019-01-03
,c1280,44.00314712524414,42.81182,6.776879,2019-01-04
-0.2958553623298512,c1280,53.15957260131836,42.81182,6.776879,2019-01-05
,c1280,38.429840087890625,42.81182,6.776879,2019-01-06
-0.6158300686189357,c1280,37.30973052978515,42.81182,6.776879,2019-01-07
,c1280,68.29550170898438,42.81182,6.776879,2019-01-08
,c1280,55.28771209716797,42.81182,6.776879,2019-01-09
-0.9176470588235294,c1280,65.02172088623047,42.81182,6.776879,2019-01-10
,c1280,41.504024505615234,42.81182,6.776879,2019-01-11
-0.7840206356609569,c1280,50.72929382324219,42.81182,6.776879,2019-01-12
,c1280,70.51091003417969,42.81182,6.776879,2019-01-13
,c1280,26.197986602783203,42.81182,6.776879,2019-01-14
-0.4215021967011338,c1280,18.750110626220703,42.81182,6.776879,2019-01-15
,c1280,23.49140167236328,42.81182,6.776879,2019-01-16
-0.3448647242039442,c1280,45.89277267456055,42.81182,6.776879,2019-01-17
,c1280,67.38711547851562,42.81182,6.776879,2019-01-18
,c1280,73.442138671875,42.81182,6.776879,2019-01-19
-0.0012275659027235,c1280,63.55883026123047,42.81182,6.776879,2019-01-20
,c1280,78.51981353759766,42.81182,6.776879,2019-01-21
-0.1083357761011404,c1280,40.35562515258789,42.81182,6.776879,2019-01-22
,c1280,72.50553894042969,42.81182,6.776879,2019-01-23
,c1280,69.14608764648438,42.81182,6.776879,2019-01-24
-0.6660207956152804,c1280,57.47917938232422,42.81182,6.776879,2019-01-25
,c1280,57.87823867797851,42.81182,6.776879,2019-01-26
0.1556449450415504,c1280,62.72929763793945,42.81182,6.776879,2019-01-27
,c1280,65.9164047241211,42.81182,6.776879,2019-01-28
,c1280,36.75213623046875,42.81182,6.776879,2019-01-29
