cell_id,lat_center,lon_center,date,mean
c0106,41.232555,14.621367,2019-01-01,73.99048034067854
c0106,41.232555,14.621367,2019-01-02,71.42692536251
c0106,41.232555,14.621367,2019-01-03,72.42485255740789
c0106,41.232555,14.621367,2019-01-04,82.98386792699624
c0106,41.232555,14.621367,2019-01-05,83.41522251498643
c0106,41.232555,14.621367,2019-01-06,71.35550466168077
c0106,41.232555,14.621367,2019-01-07,86.45431275893833
c0106,41.232555,14.621367,2019-01-08,93.89458248373428
c0106,41.232555,14.621367,2019-01-09,93.56803788400336
c0106,41.232555,14.621367,2019-01-10,83.04595968180492
c0106,41.232555,14.621367,2019-01-11,86.6924127315132
c0106,41.232555,14.621367,2019-01-12,75.44359618029375
c0106,41.232555,14.621367,2019-01-13,77.91978834859282
c0106,41.232555,14.621367,2019-01-14,96.4918664389379
c0106,41.232555,14.621367,2019-01-15,72.69569984369603
c0106,41.232555,14.621367,2019-01-16,75.07255660513339
c0106,41.232555,14.621367,2019-01-17,89.04039715872791
c0106,41.232555,14.621367,2019-01-18,95.73217399938144
c0106,41.232555,14.621367,2019-01-19,90.5369621378375
c0106,41.232555,14.621367,2019-01-20,89.59044723376117
c0106,41.232555,14.621367,2019-01-21,88.56544345869105
c0106,41.232555,14.621367,2019-01-22,96.60544090660603
c0106,41.232555,14.621367,2019-01-23,88.64818420416479
c0106,41.232555,14.621367,2019-01-24,92.17271044639604
c0106,41.232555,14.621367,2019-01-25,84.13966992194217
c0106,41.232555,14.621367,2019-01-26,73.5169369535406
c0106,41.232555,14.621367,2019-01-27,75.36729024440677
c0106,41.232555,14.621367,2019-01-28,91.5653984233292
c0106,41.232555,14.621367,2019-01-29,96.65934903680136
c0106,41.232555,14.621367,2019-01-30,91.90532223061692
c0106,41.232555,14.621367,2019-01-31,88.3675916042542
c0106,41.232555,14.621367,2019-02-01,93.44620708698528
c0106,41.232555,14.621367,2019-02-02,84.30859326392003
c0106,41.232555,14.621367,2019-02-03,93.79360139182278
c0106,41.232555,14.621367,2019-02-04,92.45252956530538
c0106,41.232555,14.621367,2019-02-05,81.88782533941172
c0106,41.232555,14.621367,2019-02-06,79.44791470434672
c0106,41.232555,14.621367,2019-02-07,72.85231128690648
c0106,41.232555,14.621367,2019-02-08,85.93795151927219
c0106,41.232555,14.621367,2019-02-09,87.96324281131349
c0106,41.232555,14.621367,2019-02-10,89.97209728107039
c0106,41.232555,14.621367,2019-02-11,84.24338907888809
c0106,41.232555,14.621367,2019-02-12,73.78510921394243
c0106,41.232555,14.621367,2019-02-13,62.86973930810161
c0106,41.232555,14.621367,2019-02-14,65.67575300488049
c0106,41.232555,14.621367,2019-02-15,76.56503183488445
c0106,41.232555,14.621367,2019-02-16,77.05001752885994
c0106,41.232555,14.621367,2019-02-17,65.82502515287878
c0106,41.232555,14.621367,2019-02-18,86.91949227453786
c0106,41.232555,14.621367,2019-02-19,87.34978576588927
c0106,41.232555,14.621367,2019-02-20,79.97852999288317
c0106,41.232555,14.621367,2019-02-21,80.6747279783621
c0106,41.232555,14.621367,2019-02-22,77.18573715325698
c0106,41.232555,14.621367,2019-02-23,60.65585047266698
c0106,41.232555,14.621367,2019-02-24,64.10905701020225
c0106,41.232555,14.621367,2019-02-25,70.25538448806465
c0106,41.232555,14.621367,2019-02-26,57.561283029341055
c0106,41.232555,14.621367,2019-02-27,63.70309926020889
c0106,41.232555,14.621367,2019-02-28,70.54318630385069
c0106,41.232555,14.621367,2019-03-01,88.53359825123961
c0106,41.232555,14.621367,2019-03-02,76.37903436925954
c0106,41.232555,14.621367,2019-03-03,63.20847480901523
c0106,41.232555,14.621367,2019-03-04,81.88248081717691
c0106,41.232555,14.621367,2019-03-05,87.60283792733159
c0106,41.232555,14.621367,2019-03-06,82.22631215910694
c0106,41.232555,14.621367,2019-03-07,65.70216872309324
c0106,41.232555,14.621367,2019-03-08,81.39536151985288
c0106,41.232555,14.621367,2019-03-09,83.95204296914257
c0106,41.232555,14.621367,2019-03-10,91.03425173109848
c0106,41.232555,14.621367,2019-03-11,89.23623693562588
c0106,41.232555,14.621367,2019-03-12,63.8995461220218
c0106,41.232555,14.621367,2019-03-13,64.90580985567888
c0106,41.232555,14.621367,2019-03-14,81.87503282556742
c0106,41.232555,14.621367,2019-03-15,75.57790519698132
c0106,41.232555,14.621367,2019-03-16,90.350745157681
c0106,41.232555,14.621367,2019-03-17,88.09255839358066
c0106,41.232555,14.621367,2019-03-18,87.00291926510518
c0106,41.232555,14.621367,2019-03-19,82.54137712222662
c0106,41.232555,14.621367,2019-03-20,78.42268076555585
c0106,41.232555,14.621367,2019-03-21,72.63123892643345
c0106,41.232555,14.621367,2019-03-22,70.8015869789042
c0106,41.232555,14.621367,2019-03-23,62.8835864495059
c0106,41.232555,14.621367,2019-03-24,58.378490478757726
c0106,41.232555,14.621367,2019-03-25,82.41595391354429
c0106,41.232555,14.621367,2019-03-26,86.51767788329403
c0106,41.232555,14.621367,2019-03-27,77.12099711923442
c0106,41.232555,14.621367,2019-03-28,66.45271864912857
c0106,41.232555,14.621367,2019-03-29,60.84925780630314
c0106,41.232555,14.621367,2019-03-30,58.4444718391514
c0106,41.232555,14.621367,2019-03-31,59.494716384122285
c0106,41.232555,14.621367,2019-04-01,55.79613034534922
c0106,41.232555,14.621367,2019-04-02,64.5298858433067
c0106,41.232555,14.621367,2019-04-03,86.79750817439252
c0106,41.232555,14.621367,2019-04-04,81.47758259820033
c0106,41.232555,14.621367,2019-04-05,60.62877622506261
c0106,41.232555,14.621367,2019-04-06,75.06107991323097
c0106,41.232555,14.621367,2019-04-07,78.60139642895065
c0106,41.232555,14.621367,2019-04-08,84.55786696277144
c0106,41.232555,14.621367,2019-04-09,84.85909793742132
c0106,41.232555,14.621367,2019-04-10,89.53778006996698
c0106,41.232555,14.621367,2019-04-11,86.36849737760973
c0106,41.232555,14.621367,2019-04-12,83.50392773984812
c0106,41.232555,14.621367,2019-04-13,83.00204314588407
c0106,41.232555,14.621367,2019-04-14,84.59060637632508
c0106,41.232555,14.621367,2019-04-15,84.53839660494387
c0106,41.232555,14.621367,2019-04-16,68.91029546657717
c0106,41.232555,14.621367,2019-04-17,68.82957256856164
c0106,41.232555,14.621367,2019-04-18,62.57347762889318
c0106,41.232555,14.621367,2019-04-19,64.29524819188453
c0106,41.232555,14.621367,2019-04-20,61.57363931510978
c0106,41.232555,14.621367,2019-04-21,60.79927399457859
c0106,41.232555,14.621367,2019-04-22,85.55725905894057
c0106,41.232555,14.621367,2019-04-23,86.12298881922271
c0106,41.232555,14.621367,2019-04-24,64.83456586483373
c0106,41.232555,14.621367,2019-04-25,50.79274063072677
c0106,41.232555,14.621367,2019-04-26,72.7462951282534
c0106,41.232555,14.621367,2019-04-27,76.62199806317592
c0106,41.232555,14.621367,2019-04-28,80.49506302438724
c0106,41.232555,14.621367,2019-04-29,86.7109133392146
c0106,41.232555,14.621367,2019-04-30,73.63141839657942
c0106,41.232555,14.621367,2019-05-01,84.86217752570143
c0106,41.232555,14.621367,2019-05-02,79.70693864753042
c0106,41.232555,14.621367,2019-05-03,79.25251927884794
c0106,41.232555,14.621367,2019-05-04,91.170149976399
c0106,41.232555,14.621367,2019-05-05,84.8078531171435
c0106,41.232555,14.621367,2019-05-06,82.9785959963047
c0106,41.232555,14.621367,2019-05-07,65.78385713351169
c0106,41.232555,14.621367,2019-05-08,75.27115951015821
c0106,41.232555,14.621367,2019-05-09,85.0726169295747
c0106,41.232555,14.621367,2019-05-10,82.36923207129779
c0106,41.232555,14.621367,2019-05-11,79.52167142895252
c0106,41.232555,14.621367,2019-05-12,89.61797294293082
c0106,41.232555,14.621367,2019-05-13,75.80528490447044
c0106,41.232555,14.621367,2019-05-14,84.00624246437896
c0106,41.232555,14.621367,2019-05-15,81.4519696978049
c0106,41.232555,14.621367,2019-05-16,81.84422649202402
c0106,41.232555,14.621367,2019-05-17,74.91014231168396
c0106,41.232555,14.621367,2019-05-18,80.70555409031677
c0106,41.232555,14.621367,2019-05-19,88.14905330233486
c0106,41.232555,14.621367,2019-05-20,89.71041272790009
c0106,41.232555,14.621367,2019-05-21,87.16113845432743
c0106,41.232555,14.621367,2019-05-22,81.2654673963212
c0106,41.232555,14.621367,2019-05-23,85.74825814596397
c0106,41.232555,14.621367,2019-05-24,85.56073151969247
c0106,41.232555,14.621367,2019-05-25,78.85922592997997
c0106,41.232555,14.621367,2019-05-26,90.72352195608622
c0106,41.232555,14.621367,2019-05-27,87.9532821590946
c0106,41.232555,14.621367,2019-05-28,88.22351467359618
c0106,41.232555,14.621367,2019-05-29,87.00784148902717
c0106,41.232555,14.621367,2019-05-30,83.31382523095904
c0106,41.232555,14.621367,2019-05-31,75.7529471129257
c0106,41.232555,14.621367,2019-06-01,77.72732313259517
c0106,41.232555,14.621367,2019-06-02,85.1557127224491
c0106,41.232555,14.621367,2019-06-03,85.97960953003262
c0106,41.232555,14.621367,2019-06-04,84.5027930396293
c0106,41.232555,14.621367,2019-06-05,84.69550164240677
c0106,41.232555,14.621367,2019-06-06,73.27084037910035
c0106,41.232555,14.621367,2019-06-07,62.12516348335144
c0106,41.232555,14.621367,2019-06-08,55.67920522818675
c0106,41.232555,14.621367,2019-06-09,52.78846182848984
c0106,41.232555,14.621367,2019-06-10,53.861874887144225
c0106,41.232555,14.621367,2019-06-11,53.38110548617162
c0106,41.232555,14.621367,2019-06-12,50.45593564981598
c0106,41.232555,14.621367,2019-06-13,60.2986724329232
c0106,41.232555,14.621367,2019-06-14,48.63700929482795
c0106,41.232555,14.621367,2019-06-15,58.894079743605566
c0106,41.232555,14.621367,2019-06-16,69.91043069580272
c0106,41.232555,14.621367,2019-06-17,60.82999065158997
c0106,41.232555,14.621367,2019-06-18,60.08578057305899
c0106,41.232555,14.621367,2019-06-19,66.25069797324471
c0106,41.232555,14.621367,2019-06-20,69.70221460716316
c0106,41.232555,14.621367,2019-06-21,57.76568505926718
c0106,41.232555,14.621367,2019-06-22,57.83718746359541
c0106,41.232555,14.621367,2019-06-23,59.24176439733433
c0106,41.232555,14.621367,2019-06-24,60.52137992483792
c0106,41.232555,14.621367,2019-06-25,58.422406962466845
c0106,41.232555,14.621367,2019-06-26,55.73777403764606
c0106,41.232555,14.621367,2019-06-27,50.79195659965485
c0106,41.232555,14.621367,2019-06-28,42.739440416593624
c0106,41.232555,14.621367,2019-06-29,44.35151490820038
c0106,41.232555,14.621367,2019-06-30,42.89801369793527
c0106,41.232555,14.621367,2019-07-01,42.07909948788576
c0106,41.232555,14.621367,2019-07-02,46.1550300290291
c0106,41.232555,14.621367,2019-07-03,40.99278889741343
c0106,41.232555,14.621367,2019-07-04,46.20305908484576
c0106,41.232555,14.621367,2019-07-05,51.97440618033784
c0106,41.232555,14.621367,2019-07-06,55.57350348222618
c0106,41.232555,14.621367,2019-07-07,67.02367792656442
c0106,41.232555,14.621367,2019-07-08,71.98826851311695
c0106,41.232555,14.621367,2019-07-09,73.03266162528608
c0106,41.232555,14.621367,2019-07-10,77.60666617740559
c0106,41.232555,14.621367,2019-07-11,56.19252267642254
c0106,41.232555,14.621367,2019-07-12,68.69852508198923
c0106,41.232555,14.621367,2019-07-13,86.72772896515097
c0106,41.232555,14.621367,2019-07-14,69.81229693225382
c0106,41.232555,14.621367,2019-07-15,66.75781857897988
c0106,41.232555,14.621367,2019-07-16,72.4663966540959
c0106,41.232555,14.621367,2019-07-17,56.83383197358291
c0106,41.232555,14.621367,2019-07-18,62.066960230503675
c0106,41.232555,14.621367,2019-07-19,66.68233597149668
c0106,41.232555,14.621367,2019-07-20,60.26630522173578
c0106,41.232555,14.621367,2019-07-21,56.29864831966672
c0106,41.232555,14.621367,2019-07-22,53.28528543591058
c0106,41.232555,14.621367,2019-07-23,53.540250631863536
c0106,41.232555,14.621367,2019-07-24,51.750300283408926
c0106,41.232555,14.621367,2019-07-25,47.582495838774264
c0106,41.232555,14.621367,2019-07-26,57.27244867109317
