cell_id,lat_center,lon_center,mean,date
c1515,43.937946,17.268417,-5.381508379888231,2019-01-01
c1515,43.937946,17.268417,-18.62999999999998,2019-01-02
c1515,43.937946,17.268417,,2019-01-03
c1515,43.937946,17.268417,-12.203693693693683,2019-01-04
c1515,43.937946,17.268417,-9.153312101910808,2019-01-05
c1515,43.937946,17.268417,-9.449999999999989,2019-01-06
c1515,43.937946,17.268417,-9.314137931034477,2019-01-07
c1515,43.937946,17.268417,,2019-01-08
c1515,43.937946,17.268417,-9.641558935361198,2019-01-09
c1515,43.937946,17.268417,,2019-01-10
c1515,43.937946,17.268417,,2019-01-11
c1515,43.937946,17.268417,-11.84090909090908,2019-01-12
c1515,43.937946,17.268417,,2019-01-13
c1515,43.937946,17.268417,-6.488079999999989,2019-01-14
c1515,43.937946,17.268417,-8.979618768328422,2019-01-15
c1515,43.937946,17.268417,-4.325757575757552,2019-01-16
c1515,43.937946,17.268417,-0.4022142857142416,2019-01-17
c1515,43.937946,17.268417,-13.46999999999997,2019-01-18
c1515,43.937946,17.268417,,2019-01-19
c1515,43.937946,17.268417,-7.440769230769196,2019-01-20
c1515,43.937946,17.268417,,2019-01-21
c1515,43.937946,17.268417,-9.48515151515148,2019-01-22
c1515,43.937946,17.268417,-8.25,2019-01-23
c1515,43.937946,17.268417,-7.009999999999991,2019-01-24
c1515,43.937946,17.268417,,2019-01-25
c1515,43.937946,17.268417,-9.537317073170682,2019-01-26
c1515,43.937946,17.268417,-5.509999999999991,2019-01-27
c1515,43.937946,17.268417,-3.0218518518518342,2019-01-28
c1515,43.937946,17.268417,-7.669999999999959,2019-01-29
c1515,43.937946,17.268417,-4.624622356495448,2019-01-30
c1515,43.937946,17.268417,-6.57021052631574,2019-01-31
c1515,43.937946,17.268417,,2019-02-01
c1515,43.937946,17.268417,-0.9210891089108592,2019-02-02
c1515,43.937946,17.268417,-20.994999999999965,2019-02-03
c1515,43.937946,17.268417,,2019-02-04
c1515,43.937946,17.268417,-3.42999999999995,2019-02-05
c1515,43.937946,17.268417,,2019-02-06
c1515,43.937946,17.268417,-1.6835483870967467,2019-02-07
c1515,43.937946,17.268417,-2.589999999999975,2019-02-08
c1515,43.937946,17.268417,-5.527672413793088,2019-02-09
c1515,43.937946,17.268417,,2019-02-10
c1515,43.937946,17.268417,,2019-02-11
c1515,43.937946,17.268417,-6.347083333333316,2019-02-12
c1515,43.937946,17.268417,-5.297116564417153,2019-02-13
c1515,43.937946,17.268417,-3.549999999999987,2019-02-14
c1515,43.937946,17.268417,,2019-02-15
c1515,43.937946,17.268417,-1.0011436950146444,2019-02-16
c1515,43.937946,17.268417,3.4003812316715627,2019-02-17
c1515,43.937946,17.268417,3.8203225806451817,2019-02-18
c1515,43.937946,17.268417,4.250234604105597,2019-02-19
c1515,43.937946,17.268417,3.741202346041072,2019-02-20
c1515,43.937946,17.268417,1.996627565982446,2019-02-21
c1515,43.937946,17.268417,,2019-02-22
c1515,43.937946,17.268417,-5.652553191489335,2019-02-23
c1515,43.937946,17.268417,-3.4389552238805554,2019-02-24
c1515,43.937946,17.268417,,2019-02-25
c1515,43.937946,17.268417,,2019-02-26
c1515,43.937946,17.268417,0.6300000000000523,2019-02-27
c1515,43.937946,17.268417,6.1161583577712975,2019-02-28
c1515,43.937946,17.268417,6.937331378299161,2019-03-01
c1515,43.937946,17.268417,4.072616822429924,2019-03-02
c1515,43.937946,17.268417,6.805466666666692,2019-03-03
c1515,43.937946,17.268417,5.515161290322607,2019-03-04
c1515,43.937946,17.268417,,2019-03-05
c1515,43.937946,17.268417,5.084858934169307,2019-03-06
c1515,43.937946,17.268417,,2019-03-07
c1515,43.937946,17.268417,9.0435483870968,2019-03-08
c1515,43.937946,17.268417,-2.429999999999969,2019-03-09
c1515,43.937946,17.268417,,2019-03-10
c1515,43.937946,17.268417,,2019-03-11
c1515,43.937946,17.268417,,2019-03-12
c1515,43.937946,17.268417,-2.143774834437068,2019-03-13
c1515,43.937946,17.268417,-0.3687919463087064,2019-03-14
c1515,43.937946,17.268417,7.7550176678445695,2019-03-15
c1515,43.937946,17.268417,,2019-03-16
c1515,43.937946,17.268417,11.171168384879744,2019-03-17
c1515,43.937946,17.268417,11.536451612903258,2019-03-18
c1515,43.937946,17.268417,,2019-03-19
c1515,43.937946,17.268417,-0.8299999999999841,2019-03-20
c1515,43.937946,17.268417,2.464181818181854,2019-03-21
c1515,43.937946,17.268417,5.262375366568947,2019-03-22
c1515,43.937946,17.268417,8.019090909090945,2019-03-23
c1515,43.937946,17.268417,14.066715542522026,2019-03-24
c1515,43.937946,17.268417,15.348240469208225,2019-03-25
c1515,43.937946,17.268417,,2019-03-26
c1515,43.937946,17.268417,5.130000000000052,2019-03-27
c1515,43.937946,17.268417,5.802609970674507,2019-03-28
c1515,43.937946,17.268417,9.612335766423383,2019-03-29
c1515,43.937946,17.268417,13.612346041055744,2019-03-30
c1515,43.937946,17.268417,18.24618768328447,2019-03-31
c1515,43.937946,17.268417,17.081788856305018,2019-04-01
c1515,43.937946,17.268417,13.05232558139539,2019-04-02
c1515,43.937946,17.268417,,2019-04-03
c1515,43.937946,17.268417,12.150000000000034,2019-04-04
c1515,43.937946,17.268417,,2019-04-05
c1515,43.937946,17.268417,14.44008797653962,2019-04-06
c1515,43.937946,17.268417,,2019-04-07
c1515,43.937946,17.268417,,2019-04-08
