cell_id,cloud_pct,lat_center,lon_center,date,NDWI
c0506,24.395702362060547,38.307315,14.570593,2019-01-01,
c0506,33.35078811645508,38.307315,14.570593,2019-01-02,
c0506,38.22071838378906,38.307315,14.570593,2019-01-03,-0.0708180821071927
c0506,44.00314712524414,38.307315,14.570593,2019-01-04,
c0506,53.15957260131836,38.307315,14.570593,2019-01-05,
c0506,38.429840087890625,38.307315,14.570593,2019-01-06,
c0506,37.30973052978515,38.307315,14.570593,2019-01-07,
c0506,68.29550170898438,38.307315,14.570593,2019-01-08,0.9031424264579224
c0506,55.28771209716797,38.307315,14.570593,2019-01-09,
c0506,65.02172088623047,38.307315,14.570593,2019-01-10,
c0506,41.504024505615234,38.307315,14.570593,2019-01-11,
c0506,50.72929382324219,38.307315,14.570593,2019-01-12,
c0506,70.51091003417969,38.307315,14.570593,2019-01-13,-0.0705789432804922
c0506,26.197986602783203,38.307315,14.570593,2019-01-14,
c0506,18.750110626220703,38.307315,14.570593,2019-01-15,
c0506,23.49140167236328,38.307315,14.570593,2019-01-16,
c0506,45.89277267456055,38.307315,14.570593,2019-01-17,
c0506,67.38711547851562,38.307315,14.570593,2019-01-18,0.4635496118605748
c0506,73.442138671875,38.307315,14.570593,2019-01-19,
c0506,63.55883026123047,38.307315,14.570593,2019-01-20,
c0506,78.51981353759766,38.307315,14.570593,2019-01-21,
c0506,40.35562515258789,38.307315,14.570593,2019-01-22,
c0506,72.50553894042969,38.307315,14.570593,2019-01-23,0.1971398842605677
c0506,69.14608764648438,38.307315,14.570593,2019-01-24,
c0506,57.47917938232422,38.307315,14.570593,2019-01-25,
c0506,57.87823867797851,38.307315,14.570593,2019-01-26,
c0506,62.72929763793945,38.307315,14.570593,2019-01-27,
c0506,65.9164047241211,38.307315,14.570593,2019-01-28,0.5361707343165475
c0506,36.75213623046875,38.307315,14.570593,2019-01-29,
c0506,64.07217407226562,38.307315,14.570593,2019-01-30,
c0506,62.53510665893555,38.307315,14.570593,2019-01-31,
c0506,84.40363311767578,38.307315,14.570593,2019-02-01,
c0506,84.22444915771484,38.307315,14.570593,2019-02-02,-0.2112734070227991
c0506,69.65267181396484,38.307315,14.570593,2019-02-03,
c0506,69.71729278564453,38.307315,14.570593,2019-02-04,
c0506,59.715110778808594,38.307315,14.570593,2019-02-05,
c0506,32.260826110839844,38.307315,14.570593,2019-02-06,
c0506,13.251158714294434,38.307315,14.570593,2019-02-07,0.522145870144416
c0506,33.32533645629883,38.307315,14.570593,2019-02-08,
c0506,46.10972595214844,38.307315,14.570593,2019-02-09,
c0506,50.686492919921875,38.307315,14.570593,2019-02-10,
c0506,51.37491226196289,38.307315,14.570593,2019-02-11,
c0506,38.73112869262695,38.307315,14.570593,2019-02-12,0.1006007365106749
c0506,9.661152839660645,38.307315,14.570593,2019-02-13,
c0506,28.553651809692383,38.307315,14.570593,2019-02-14,
c0506,17.284276962280273,38.307315,14.570593,2019-02-15,
c0506,6.6741461753845215,38.307315,14.570593,2019-02-16,
c0506,3.5825202465057373,38.307315,14.570593,2019-02-17,0.5457843192600401
c0506,27.792537689208984,38.307315,14.570593,2019-02-18,
c0506,14.171810150146484,38.307315,14.570593,2019-02-19,
c0506,42.68000793457031,38.307315,14.570593,2019-02-20,
c0506,21.07296371459961,38.307315,14.570593,2019-02-21,
c0506,59.19511413574219,38.307315,14.570593,2019-02-22,0.3566094928194394
c0506,15.82583713531494,38.307315,14.570593,2019-02-23,
c0506,42.178462982177734,38.307315,14.570593,2019-02-24,
c0506,39.56498336791992,38.307315,14.570593,2019-02-25,
c0506,48.20328140258789,38.307315,14.570593,2019-02-26,
c0506,25.652320861816406,38.307315,14.570593,2019-02-27,0.2135662813602654
c0506,9.55257511138916,38.307315,14.570593,2019-02-28,
c0506,23.51556396484375,38.307315,14.570593,2019-03-01,
c0506,19.432601928710938,38.307315,14.570593,2019-03-02,
c0506,12.930892944335938,38.307315,14.570593,2019-03-03,
c0506,30.113365173339844,38.307315,14.570593,2019-03-04,0.705701193152285
c0506,58.968265533447266,38.307315,14.570593,2019-03-05,
c0506,45.97542572021485,38.307315,14.570593,2019-03-06,
c0506,83.3844223022461,38.307315,14.570593,2019-03-07,
c0506,46.622554779052734,38.307315,14.570593,2019-03-08,
c0506,37.73373794555664,38.307315,14.570593,2019-03-09,0.2952757729463213
c0506,47.64059066772461,38.307315,14.570593,2019-03-10,
c0506,67.47924041748047,38.307315,14.570593,2019-03-11,
c0506,12.56840705871582,38.307315,14.570593,2019-03-12,
c0506,48.45397186279297,38.307315,14.570593,2019-03-13,
c0506,43.594451904296875,38.307315,14.570593,2019-03-14,0.0355302634351283
c0506,39.07123565673828,38.307315,14.570593,2019-03-15,
c0506,28.63509750366211,38.307315,14.570593,2019-03-16,
c0506,32.691856384277344,38.307315,14.570593,2019-03-17,
c0506,37.20555877685547,38.307315,14.570593,2019-03-18,
c0506,54.490840911865234,38.307315,14.570593,2019-03-19,0.2115067358298057
c0506,53.68972396850586,38.307315,14.570593,2019-03-20,
c0506,24.634897232055664,38.307315,14.570593,2019-03-21,
c0506,36.32048034667969,38.307315,14.570593,2019-03-22,
c0506,11.514954566955566,38.307315,14.570593,2019-03-23,
c0506,0.4398157000541687,38.307315,14.570593,2019-03-24,0.9209493099769188
c0506,21.000049591064453,38.307315,14.570593,2019-03-25,
c0506,38.912261962890625,38.307315,14.570593,2019-03-26,
c0506,71.37560272216797,38.307315,14.570593,2019-03-27,
c0506,25.199308395385746,38.307315,14.570593,2019-03-28,
c0506,14.994918823242188,38.307315,14.570593,2019-03-29,0.1387100563196143
c0506,4.143003463745117,38.307315,14.570593,2019-03-30,
c0506,4.921627998352051,38.307315,14.570593,2019-03-31,
c0506,47.06980514526367,38.307315,14.570593,2019-04-01,
c0506,63.07236862182617,38.307315,14.570593,2019-04-02,
c0506,80.4278564453125,38.307315,14.570593,2019-04-03,0.0618335121363139
c0506,71.69856262207031,38.307315,14.570593,2019-04-04,
c0506,62.22605514526367,38.307315,14.570593,2019-04-05,
c0506,34.66018295288086,38.307315,14.570593,2019-04-06,
c0506,65.63356018066406,38.307315,14.570593,2019-04-07,
c0506,66.18351745605469,38.307315,14.570593,2019-04-08,0.0969341710712378
c0506,46.362674713134766,38.307315,14.570593,2019-04-09,
c0506,54.439697265625,38.307315,14.570593,2019-04-10,
c0506,61.31972885131836,38.307315,14.570593,2019-04-11,
c0506,65.55513763427734,38.307315,14.570593,2019-04-12,
c0506,72.29029083251953,38.307315,14.570593,2019-04-13,0.0574714005146383
c0506,50.84527969360352,38.307315,14.570593,2019-04-14,
c0506,43.53535079956055,38.307315,14.570593,2019-04-15,
c0506,36.57878494262695,38.307315,14.570593,2019-04-16,
c0506,20.776573181152344,38.307315,14.570593,2019-04-17,
c0506,14.80529499053955,38.307315,14.570593,2019-04-18,0.1987027048278064
c0506,40.9810676574707,38.307315,14.570593,2019-04-19,
c0506,20.083955764770508,38.307315,14.570593,2019-04-20,
c0506,80.04498291015625,38.307315,14.570593,2019-04-21,
c0506,76.81498718261719,38.307315,14.570593,2019-04-22,
c0506,59.19289016723633,38.307315,14.570593,2019-04-23,0.0904104128436259
c0506,62.375370025634766,38.307315,14.570593,2019-04-24,
c0506,58.98017883300781,38.307315,14.570593,2019-04-25,
c0506,65.6768569946289,38.307315,14.570593,2019-04-26,
c0506,24.084741592407227,38.307315,14.570593,2019-04-27,
c0506,47.90008544921875,38.307315,14.570593,2019-04-28,0.1575554780815004
c0506,45.24673843383789,38.307315,14.570593,2019-04-29,
c0506,33.0560417175293,38.307315,14.570593,2019-04-30,
c0506,21.26559829711914,38.307315,14.570593,2019-05-01,
c0506,30.309720993041992,38.307315,14.570593,2019-05-02,
c0506,75.67570495605469,38.307315,14.570593,2019-05-03,-0.0292492937788236
c0506,77.07733154296875,38.307315,14.570593,2019-05-04,
c0506,46.673828125,38.307315,14.570593,2019-05-05,
c0506,45.63727188110352,38.307315,14.570593,2019-05-06,
c0506,33.01644515991211,38.307315,14.570593,2019-05-07,
c0506,30.38773727416992,38.307315,14.570593,2019-05-08,0.1745235354494838
c0506,52.46446990966797,38.307315,14.570593,2019-05-09,
c0506,35.74199295043945,38.307315,14.570593,2019-05-10,
c0506,59.73833084106445,38.307315,14.570593,2019-05-11,
c0506,52.13931655883789,38.307315,14.570593,2019-05-12,
c0506,69.71743774414062,38.307315,14.570593,2019-05-13,0.0101964349060966
c0506,58.08451843261719,38.307315,14.570593,2019-05-14,
c0506,51.54821014404297,38.307315,14.570593,2019-05-15,
c0506,39.661376953125,38.307315,14.570593,2019-05-16,
c0506,61.82623291015625,38.307315,14.570593,2019-05-17,
c0506,74.8690185546875,38.307315,14.570593,2019-05-18,0.0208897569361538
c0506,58.3142204284668,38.307315,14.570593,2019-05-19,
c0506,67.57406616210938,38.307315,14.570593,2019-05-20,
c0506,52.9354362487793,38.307315,14.570593,2019-05-21,
c0506,86.21275329589844,38.307315,14.570593,2019-05-22,
c0506,37.61349868774414,38.307315,14.570593,2019-05-23,0.0564451319468685
c0506,32.519752502441406,38.307315,14.570593,2019-05-24,
c0506,62.77082061767578,38.307315,14.570593,2019-05-25,
c0506,89.98054504394531,38.307315,14.570593,2019-05-26,
c0506,79.06725311279297,38.307315,14.570593,2019-05-27,
c0506,57.55717849731445,38.307315,14.570593,2019-05-28,0.048664538433524
c0506,59.11783981323242,38.307315,14.570593,2019-05-29,
c0506,43.596405029296875,38.307315,14.570593,2019-05-30,
c0506,32.29933166503906,38.307315,14.570593,2019-05-31,
c0506,4.458488941192627,38.307315,14.570593,2019-06-01,
c0506,25.9664306640625,38.307315,14.570593,2019-06-02,
c0506,0.2670029997825622,38.307315,14.570593,2019-06-03,
c0506,0.2544350028038025,38.307315,14.570593,2019-06-04,
c0506,0.0007970000151544,38.307315,14.570593,2019-06-05,
c0506,7.899999764049426e-05,38.307315,14.570593,2019-06-06,
c0506,0.011196999810636,38.307315,14.570593,2019-06-07,
c0506,1.079571008682251,38.307315,14.570593,2019-06-09,
c0506,38.658966064453125,38.307315,14.570593,2019-06-10,
c0506,0.0001140000022132,38.307315,14.570593,2019-06-11,
c0506,0.0430480018258094,38.307315,14.570593,2019-06-12,
c0506,0.124839998781681,38.307315,14.570593,2019-06-13,
c0506,0.0065939999185502,38.307315,14.570593,2019-06-14,
c0506,87.50472259521484,38.307315,14.570593,2019-06-15,
c0506,2.6251819133758545,38.307315,14.570593,2019-06-16,
c0506,39.01788711547851,38.307315,14.570593,2019-06-17,
c0506,14.96718692779541,38.307315,14.570593,2019-06-18,
c0506,0.1545629948377609,38.307315,14.570593,2019-06-19,
c0506,99.04344177246094,38.307315,14.570593,2019-06-20,
c0506,0.0,38.307315,14.570593,2019-06-21,
c0506,47.91024398803711,38.307315,14.570593,2019-06-22,
c0506,62.085060119628906,38.307315,14.570593,2019-06-23,
c0506,3.88067889213562,38.307315,14.570593,2019-06-24,
c0506,0.0003579999902285,38.307315,14.570593,2019-06-25,
c0506,0.0001900000061141,38.307315,14.570593,2019-06-26,
c0506,0.0002130000066244,38.307315,14.570593,2019-06-27,
c0506,0.6073349714279175,38.307315,14.570593,2019-06-28,
c0506,26.91414451599121,38.307315,14.570593,2019-06-29,
c0506,0.0028919999022036,38.307315,14.570593,2019-06-30,
c0506,8.698509216308594,38.307315,14.570593,2019-07-01,
c0506,7.100620746612549,38.307315,14.570593,2019-07-02,0.0150327320658544
c0506,14.29305362701416,38.307315,14.570593,2019-07-03,
c0506,22.52865982055664,38.307315,14.570593,2019-07-04,
c0506,12.057228088378906,38.307315,14.570593,2019-07-05,
c0506,17.841360092163086,38.307315,14.570593,2019-07-06,
c0506,20.965517044067383,38.307315,14.570593,2019-07-07,0.0310673471786016
c0506,61.65700912475586,38.307315,14.570593,2019-07-08,
c0506,35.532752990722656,38.307315,14.570593,2019-07-09,
c0506,35.87925720214844,38.307315,14.570593,2019-07-10,
c0506,35.62199401855469,38.307315,14.570593,2019-07-11,
c0506,40.498260498046875,38.307315,14.570593,2019-07-12,0.5043492439555282
c0506,18.13882827758789,38.307315,14.570593,2019-07-13,
