NDWI,cell_id,cloud_pct,lat_center,lon_center,date
-0.0762791962049134,c0004,44.68705368041992,41.201023,14.597409,2019-01-03
-0.0694375497624828,c0004,86.70588684082031,41.201023,14.597409,2019-01-08
0.0214155485048079,c0004,97.64938354492188,41.201023,14.597409,2019-01-13
-0.000937637614217,c0004,80.91097259521484,41.201023,14.597409,2019-01-18
-0.1900462615966675,c0004,76.15276336669922,41.201023,14.597409,2019-01-23
-0.384419157292884,c0004,60.205909729003906,41.201023,14.597409,2019-01-28
-0.0891539966008566,c0004,94.0199966430664,41.201023,14.597409,2019-02-02
-0.6565036418451571,c0004,0.0039980001747608,41.201023,14.597409,2019-02-07
-0.5850654009166213,c0004,37.17738723754883,41.201023,14.597409,2019-02-12
-0.6269932675150768,c0004,0.1636189967393875,41.201023,14.597409,2019-02-17
-0.2833422640406101,c0004,26.645837783813477,41.201023,14.597409,2019-02-22
-0.0180195892581837,c0004,12.36307144165039,41.201023,14.597409,2019-02-27
-0.3609556865147633,c0004,35.78618240356445,41.201023,14.597409,2019-03-04
-0.5701983706637729,c0004,9.769418716430664,41.201023,14.597409,2019-03-09
-0.0533561394795422,c0004,59.21657180786133,41.201023,14.597409,2019-03-14
,c0004,33.449581146240234,41.201023,14.597409,2019-03-17
-0.4622728441744402,c0004,21.092111587524418,41.201023,14.597409,2019-03-19
-0.6006032710064586,c0004,0.0018710000440478,41.201023,14.597409,2019-03-24
-0.4904817277970326,c0004,6.0144548416137695,41.201023,14.597409,2019-03-29
-0.0145776921153724,c0004,79.7729721069336,41.201023,14.597409,2019-04-03
-0.0045273114477436,c0004,68.76549530029297,41.201023,14.597409,2019-04-08
-0.002759674345373,c0004,72.80828857421875,41.201023,14.597409,2019-04-13
-0.6460976589778495,c0004,0.9326980113983154,41.201023,14.597409,2019-04-18
0.0230238015278567,c0004,78.7128677368164,41.201023,14.597409,2019-04-23
-0.6190322445494625,c0004,78.2280502319336,41.201023,14.597409,2019-04-28
-0.6894913486574358,c0004,67.92204284667969,41.201023,14.597409,2019-05-03
