NDWI,cell_id,cloud_pct,lat_center,lon_center,date
-0.0511266149520631,c0065,44.68705368041992,41.219041,14.627356,2019-01-03
-0.1071029800735937,c0065,86.70588684082031,41.219041,14.627356,2019-01-08
-0.0066490667275229,c0065,97.64938354492188,41.219041,14.627356,2019-01-13
-0.0039183492419457,c0065,80.91097259521484,41.219041,14.627356,2019-01-18
-0.2305920105835107,c0065,76.15276336669922,41.219041,14.627356,2019-01-23
-0.3411807895292369,c0065,60.205909729003906,41.219041,14.627356,2019-01-28
-0.0900855608695325,c0065,94.0199966430664,41.219041,14.627356,2019-02-02
-0.5408746313202142,c0065,0.0039980001747608,41.219041,14.627356,2019-02-07
-0.5022963133591006,c0065,37.17738723754883,41.219041,14.627356,2019-02-12
-0.5371924087683929,c0065,0.1636189967393875,41.219041,14.627356,2019-02-17
-0.2777521414432355,c0065,26.645837783813477,41.219041,14.627356,2019-02-22
-0.3842760411704042,c0065,12.36307144165039,41.219041,14.627356,2019-02-27
-0.4818728739977029,c0065,35.78618240356445,41.219041,14.627356,2019-03-04
-0.514093650394619,c0065,9.769418716430664,41.219041,14.627356,2019-03-09
-0.0295615040626626,c0065,59.21657180786133,41.219041,14.627356,2019-03-14
,c0065,33.449581146240234,41.219041,14.627356,2019-03-17
-0.4721069446773226,c0065,21.092111587524418,41.219041,14.627356,2019-03-19
-0.5101920575806798,c0065,0.0018710000440478,41.219041,14.627356,2019-03-24
-0.4985801516677984,c0065,6.0144548416137695,41.219041,14.627356,2019-03-29
0.0203306146356131,c0065,79.7729721069336,41.219041,14.627356,2019-04-03
-0.0392135540251434,c0065,68.76549530029297,41.219041,14.627356,2019-04-08
-0.0071937565205219,c0065,72.80828857421875,41.219041,14.627356,2019-04-13
-0.4575493037536415,c0065,0.9326980113983154,41.219041,14.627356,2019-04-18
0.023351359906398,c0065,78.7128677368164,41.219041,14.627356,2019-04-23
-0.405158149862127,c0065,78.2280502319336,41.219041,14.627356,2019-04-28
-0.4634987414631158,c0065,67.92204284667969,41.219041,14.627356,2019-05-03
-0.471860401442062,c0065,33.73811721801758,41.219041,14.627356,2019-05-08
-0.449874780872274,c0065,51.5142936706543,41.219041,14.627356,2019-05-13
-0.0923664975155564,c0065,91.22108459472656,41.219041,14.627356,2019-05-18
-0.4804516560812415,c0065,35.1319465637207,41.219041,14.627356,2019-05-23
-0.2378164219858781,c0065,55.093563079833984,41.219041,14.627356,2019-05-28
-0.0049938314024202,c0065,34.52062225341797,41.219041,14.627356,2019-06-02
-0.5455016387796418,c0065,0.0021629999391734,41.219041,14.627356,2019-06-07
-0.5678899767382417,c0065,0.0036790000740438,41.219041,14.627356,2019-06-12
-0.5363560368967953,c0065,0.9007099866867065,41.219041,14.627356,2019-06-17
-0.3404890742696935,c0065,94.4516372680664,41.219041,14.627356,2019-06-22
-0.53123734909797,c0065,4.824005126953125,41.219041,14.627356,2019-06-27
,c0065,0.6577399969100952,41.219041,14.627356,2019-06-30
-0.5403229961030154,c0065,0.040327999740839,41.219041,14.627356,2019-07-02
-0.526035905766259,c0065,29.933998107910156,41.219041,14.627356,2019-07-07
-0.3839921065584283,c0065,34.5289192199707,41.219041,14.627356,2019-07-12
-0.5507525287899128,c0065,7.389512062072754,41.219041,14.627356,2019-07-17
-0.545486467965709,c0065,0.4070619940757751,41.219041,14.627356,2019-07-22
-0.5403834164480108,c0065,21.956531524658203,41.219041,14.627356,2019-07-27
-0.5563689781146361,c0065,1.6661590337753296,41.219041,14.627356,2019-08-01
-0.5575679096977425,c0065,0.0278229992836713,41.219041,14.627356,2019-08-06
-0.555113038399533,c0065,0.0548840016126632,41.219041,14.627356,2019-08-11
-0.5451183806166463,c0065,8.680356979370117,41.219041,14.627356,2019-08-16
-0.5465479425252692,c0065,0.9119349718093872,41.219041,14.627356,2019-08-21
-0.5836913080930616,c0065,1.6569160223007202,41.219041,14.627356,2019-08-26
-0.5905392472099098,c0065,24.827978134155273,41.219041,14.627356,2019-08-31
-0.6412247828827988,c0065,0.6748980283737183,41.219041,14.627356,2019-09-05
-0.6654529215130455,c0065,43.880348205566406,41.219041,14.627356,2019-09-10
,c0065,0.2980070114135742,41.219041,14.627356,2019-09-13
-0.6075029425272673,c0065,46.87245178222656,41.219041,14.627356,2019-09-15
-0.6116112538789584,c0065,13.952211380004885,41.219041,14.627356,2019-09-20
-0.2931157095911628,c0065,11.833573341369627,41.219041,14.627356,2019-09-25
-0.6300170874060297,c0065,4.1158928871154785,41.219041,14.627356,2019-09-30
-0.1039853941298072,c0065,55.68242263793945,41.219041,14.627356,2019-10-05
-0.6325395703738955,c0065,2.6796560287475586,41.219041,14.627356,2019-10-10
-0.6152770309829224,c0065,8.782219886779785,41.219041,14.627356,2019-10-15
-0.6180919780871594,c0065,2.4683330059051514,41.219041,14.627356,2019-10-20
-0.5884290729823104,c0065,24.503690719604492,41.219041,14.627356,2019-10-25
-0.4689664150230389,c0065,69.9472885131836,41.219041,14.627356,2019-10-30
-0.5475856531804484,c0065,47.657318115234375,41.219041,14.627356,2019-11-04
0.0191559109234762,c0065,60.35502624511719,41.219041,14.627356,2019-11-09
0.0104279715023411,c0065,81.80217742919922,41.219041,14.627356,2019-11-14
-0.0608988529234842,c0065,99.99529266357422,41.219041,14.627356,2019-11-19
-0.0454934934440203,c0065,99.98987579345705,41.219041,14.627356,2019-11-24
0.0183308335863901,c0065,99.2620086669922,41.219041,14.627356,2019-11-29
-0.0286892256916929,c0065,25.27187728881836,41.219041,14.627356,2019-12-04
0.0430819744457814,c0065,79.01432800292969,41.219041,14.627356,2019-12-09
,c0065,90.95612335205078,41.219041,14.627356,2019-12-12
-0.5962290873056919,c0065,0.1595710068941116,41.219041,14.627356,2019-12-14
-0.0264334392944102,c0065,97.52633666992188,41.219041,14.627356,2019-12-19
-0.5939414150299693,c0065,0.0054580001160502,41.219041,14.627356,2019-12-24
,c0065,12.624473571777344,41.219041,14.627356,2019-12-27
-0.0006003140084169,c0065,43.580867767333984,41.219041,14.627356,2019-12-29
-0.5286548699938313,c0065,22.67167854309082,41.219041,14.627356,2020-01-03
,c0065,6.468430995941162,41.219041,14.627356,2020-01-06
-0.3445593429783821,c0065,7.793889045715332,41.219041,14.627356,2020-01-08
-0.5360119614090749,c0065,0.0033509999047964,41.219041,14.627356,2020-01-13
,c0065,0.6574050188064575,41.219041,14.627356,2020-01-16
-0.0222337352070484,c0065,83.4983901977539,41.219041,14.627356,2020-01-18
-0.5440240221627369,c0065,0.0530520007014274,41.219041,14.627356,2020-01-23
-0.1444871459671367,c0065,96.35183715820312,41.219041,14.627356,2020-01-28
,c0065,92.88902282714844,41.219041,14.627356,2020-01-31
0.018032395381823,c0065,99.82774353027344,41.219041,14.627356,2020-02-02
-0.565844437612296,c0065,0.0191840007901191,41.219041,14.627356,2020-02-07
,c0065,99.98513793945312,41.219041,14.627356,2020-02-10
-0.5558996271244432,c0065,67.14208221435547,41.219041,14.627356,2020-02-12
,c0065,0.5360860228538513,41.219041,14.627356,2020-02-15
-0.5336054351048352,c0065,13.676237106323242,41.219041,14.627356,2020-02-17
,c0065,6.407632827758789,41.219041,14.627356,2020-02-20
-0.5587152225877097,c0065,0.0053519997745752,41.219041,14.627356,2020-02-22
,c0065,63.67757034301758,41.219041,14.627356,2020-02-25
-0.570009383686351,c0065,3.157183885574341,41.219041,14.627356,2020-02-27
-0.2707963555776029,c0065,44.2837028503418,41.219041,14.627356,2020-03-03
-0.5583793165065779,c0065,21.846410751342773,41.219041,14.627356,2020-03-08
-0.0828355329672251,c0065,84.61918640136719,41.219041,14.627356,2020-03-13
,c0065,0.8847569823265076,41.219041,14.627356,2020-03-16
-0.5516397755739793,c0065,1.016968011856079,41.219041,14.627356,2020-03-18
-0.1273958017019817,c0065,45.58795928955078,41.219041,14.627356,2020-03-23
-0.4684731597986344,c0065,46.16508865356445,41.219041,14.627356,2020-03-28
-0.5158689365130759,c0065,4.020209789276123,41.219041,14.627356,2020-04-02
-0.4906109018345482,c0065,0.0540079995989799,41.219041,14.627356,2020-04-07
-0.441294940600611,c0065,2.5880370140075684,41.219041,14.627356,2020-04-12
-0.3076057645946445,c0065,29.995365142822266,41.219041,14.627356,2020-04-17
-0.0243515050489986,c0065,76.35054016113281,41.219041,14.627356,2020-04-22
-0.4267288904100386,c0065,4.316608905792236,41.219041,14.627356,2020-04-27
-0.021591591156689,c0065,84.34744262695312,41.219041,14.627356,2020-05-02
-0.4387051935904941,c0065,6.409356117248535,41.219041,14.627356,2020-05-07
-0.4039904526253654,c0065,28.53124237060547,41.219041,14.627356,2020-05-12
0.0476186048720367,c0065,99.84027099609376,41.219041,14.627356,2020-05-17
-0.4807083088659555,c0065,0.1546609997749328,41.219041,14.627356,2020-05-22
